QuestionId,AnswerId,CommentId,QuestionAuthor,AnswerAuthor,CommentAuthor,AnswerScore,Tags,CommentIndex,CommentDate,CommentScore,Comment,CommentGroups,HasEditsAfter,"EditGroups(EditIndex,MatchedGroups)",EditId,EditAuthor,EditDate,EditsByAuthor,EditsByOthers,"CommentMentions/Replies(MentionedUser,CommentAuthor)",Confirmed,Useful,Tangled,Category
50416807,50416883,87849728,Ankush Dutt,Bill K,Ankush Dutt,0,<java><collections><concurrency><iterator><con...,1,2018-05-18 18:12:34,0,"Can you explain this line here, I couldn't understand what exactly this elementData is doing :
 Object[] elementData = ArrayList.this.elementData;
 if (i >= elementData.length)
 throw new ConcurrentModificationException();","['elementData = ArrayList', 'throw new', 'throw new ConcurrentModificationException()', 'elementData', 'Object[] elementData = ArrayList', 'ConcurrentModificationException()', 'ArrayList', 'ConcurrentModification']",TRUE,"[(2, ['elementData = ArrayList', 'throw new', 'throw new ConcurrentModificationException()', 'elementData', 'Object[] elementData = ArrayList', 'ConcurrentModificationException()', 'ArrayList', 'ConcurrentModification'])]",173732729,Bill K,2018-05-18 21:05:54,1,0,,1,0,1,Question
50468348,50468424,87949958,kvmahesh,Mihai Alexandru-Ionut,Ev. Kounis,3,<python><list><numpy>,1,2018-05-22 13:03:40,0,"`l = [input[index: index + k] for index, _ in enumerate(input[:-k])]` would also do","['enumerate(input[:-k])', 'l = [input[index: index + k] for index, _ in enumerate(input[:-k])]', 'l = [input[index: index + k] for index, _ in enumerate']",TRUE,"[(2, ['enumerate(input[:-k])'])]",173949427,Mihai Alexandru-Ionut,2018-05-22 13:03:46,1,0,,1,1,0,Solution
50508826,50508946,88030110,Blcknx,TibiG,Blcknx,2,<android><android-layout><android-styles>,1,2018-05-24 12:12:15,0,"Fact! It works and only works, when I use style. It's a pity I can't use textAppearance to modify the style.","[""'s a pity I can'"", 'textAppearance']",TRUE,"[(2, ['textAppearance'])]",174119913,TibiG,2018-05-24 13:13:06,1,0,,0,,,
50516791,50516856,88046517,Dave_888,MBehtemam,Dave_888,1,<javascript><reactjs><react-redux>,1,2018-05-24 19:41:37,0,"yup like u said. ` <button type=""submit"" onClick={(e) => this.getBeerByName('NL',e)} >Submit</button>`","['<button type=""submit"" onClick={(e) => this.getBeerByName(\'NL\',e)} >Submit</button>', 'onClick', ""'NL'"", ""this.getBeerByName('NL',e)"", 'getBeerBy', '</button>', ""getBeerByName('NL',e)"", 'type=""submit"" onClick']",TRUE,"[(2, ['onClick', ""'NL'"", ""this.getBeerByName('NL',e)"", 'getBeerBy', '</button>', ""getBeerByName('NL',e)""])]",174147360,MBehtemam,2018-05-24 19:44:17,1,0,,1,0,0,Other
50522891,50523918,88062459,GAMA,Sagar,GAMA,1,<javascript><android><android-webview>,1,2018-05-25 8:58:58,0,Hi @Sagar - it worked like a charm. Minor change - need to use `getContext().getPackageName()` instead of `getPackageName()`,"['getContext().getPackageName()', 'getContext', 'getPackageName()', 'getContext().getPackageName()` instead of `getPackageName()', 'getPackageName']",TRUE,"[(2, ['getContext'])]",174182213,Sagar,2018-05-25 9:12:38,1,0,,1,1,0,Correction
50543209,50543293,88098410,Kumar Katariya,João Castilho,Kumar Katariya,1,<python>,1,2018-05-26 14:15:37,0,"@JoãoCastilho I get the following error Traceback (most recent call last):
 File ""/Users/getyoteam/Documents/Tic_try.py"", line 24, in <module>
 verify(1)
 File ""/Users/getyoteam/Documents/Tic_try.py"", line 13, in verify
 choice=int(input(""enter your choice, player "" + numPlayer).strip())
TypeError: must be str, not int
>>>","['verify(1)', '<module>', 'numPlayer', 'oCastilho', 'TypeError', 'int(input(""enter your choice, player "" + numPlayer).strip())', 'choice=int']",TRUE,"[(6, ['int(input(""enter your choice, player "" + numPlayer).strip())'])]",174267356,João Castilho,2018-05-26 14:17:01,1,0,,1,1,0,Error
50543771,50547398,88109175,Wissam,MikeT,Wissam,1,<java><android><sqlite><cursor><simplecursorad...,1,2018-05-27 5:02:27,0,"@MikeT yes I mean by that the views, I have used this code to get the current cursor, which worked and each View is having a different cursor,
 DatabaseHelper helper = new DatabaseHelper(getContext());
 SQLiteDatabase db = helper.getReadableDatabase();
 currentCursor = db.rawQuery(""SELECT * FROM "" + RecipeEntry.TABLE_NAME_RECIPE, null);
mCursorAdapterRecipe = new RecipeCursorAdapter(getActivity(),currentCursor);
 mCursorAdapterRecipe.changeCursor(currentCursor);
 listView.setAdapter(mCursorAdapterRecipe);
But still the same error persists.","['currentCursor', 'helper.getReadableDatabase()', 'listView.setAdapter(mCursorAdapterRecipe)', 'getContext', 'RecipeEntry.TABLE_NAME_RECIPE', 'changeCursor(currentCursor)', 'helper = new DatabaseHelper', 'db.rawQuery(""SELECT * FROM "" + RecipeEntry.TABLE_NAME_RECIPE, null)', 'getReadableDatabase()', 'RecipeCursorAdapter(getActivity(),currentCursor)', 'RecipeCursor', 'mCursorAdapterRecipe.changeCursor(currentCursor)', 'currentCursor = db', 'rawQuery(""SELECT * FROM "" + RecipeEntry.TABLE_NAME_RECIPE, null)', 'getReadableDatabase', 'changeCursor', 'RecipeEntry.TABLE', 'RecipeEntry', 'getActivity', 'rawQuery', 'setAdapter', 'DatabaseHelper(getContext())', 'SQLiteDatabase', 'listView', 'db = helper', 'mCursorAdapter', 'TABLE_NAME_', 'DatabaseHelper', 'mCursorAdapterRecipe = new RecipeCursorAdapter', 'setAdapter(mCursorAdapterRecipe)']",TRUE,"[(2, ['RecipeEntry', 'getActivity', 'setAdapter', 'SQLiteDatabase'])]",174294362,MikeT,2018-05-27 7:45:16,1,0,,1,0,0,Error
50643305,50643390,88297418,Nikeshh Baskaran,Koustuv Ganguly,Nikeshh Baskaran,0,<java><android>,1,2018-06-01 12:39:17,0,bar = new ProgressDialog(activity);I am getting error here,"['bar = new ProgressDialog', 'ProgressDialog', 'ProgressDialog(activity)']",TRUE,"[(3, ['ProgressDialog(activity)'])]",174678340,Koustuv Ganguly,2018-06-01 12:47:21,1,0,,1,1,0,Error
50665581,50665718,88341489,Nabil kabha,Ollie,Nabil kabha,0,<python><python-3.x>,1,2018-06-03 11:18:33,0,"thank you, but its gives me this error: 
 
 printchunks =text_Chunker.print_chunks(input_data,chunk_size)
 chunks = chunker(input_data, chunk_size)
 TypeError: 'module' object is not callable","['chunk_size', 'TypeError', 'text_Chunker', 'print_chunks(input_data,chunk_size)', 'chunks = chunker', ""'module'"", 'chunker(input_data, chunk_size)', 'text_Chunker.print_chunks(input_data,chunk_size)', 'printchunks =text_Chunker']",TRUE,"[(2, ['text_Chunker', 'chunks = chunker', 'chunker(input_data, chunk_size)'])]",174831147,Ollie,2018-06-04 9:56:37,1,0,,1,0,0,Error
50804063,50805185,88632804,Tumist,GensaGames,deadfish,0,<java><android><listview><android-cursoradapter>,1,2018-06-12 9:39:03,0,"I am still sure Your solution is not right. Why would You use map with `view.hashCode` and `currentId` in adapter? You are passing cursor to `bindView`, it can give You current row's id. Besides we are working on single view with click listener. There is no need to store all views' ids in adapter.","['bindView', 'currentId', 'hashCode', 'view.hashCode']",TRUE,"[(2, ['hashCode'])]",175402614,GensaGames,2018-06-12 9:43:48,1,0,,1,0,0,Disagree
50807333,50808175,88622350,Александра Кузнецова,LoicTheAztec,Александра Кузнецова,1,<php><wordpress><woocommerce><metadata><orders>,1,2018-06-12 2:10:00,0,"Tell me please, in this case `_custom_thing` - $custom_thing = $product->get_meta( '_Sugar' );? In theory, I need to find all the additives in the meta data and give them my sku. And their quantities will be 1 by default.","[""'_Sugar'"", '$product->get_meta(', '_custom_thing', '$custom_thing', ""get_meta( '_Sugar' )"", '_Sugar', 'custom_thing =']",TRUE,"[(4, ['$product->get_meta(', '_custom_thing', '$custom_thing'])]",175382561,LoicTheAztec,2018-06-12 4:03:53,1,0,,0,,,
50821996,50823355,88658716,seong gyu Lee,smoggers,seong gyu Lee,0,<python><tkinter><python-requests>,1,2018-06-12 23:09:42,0,"and when i write i in () action = ttk.Button(win, text = ""check the answer"",command = check(i))
NameError: name 'i' is not defined i have no idea...","['ttk.Button(win, text = ""check the answer"",command = check(i))', 'NameError', 'action = ttk', 'Button(win, text = ""check the answer"",command = check(i))', 'ttk.B', 'text = ""check the answer"",command', ""'i'""]",TRUE,"[(2, ['ttk.Button(win, text = ""check the answer"",command = check(i))', 'action = ttk', 'Button(win, text = ""check the answer"",command = check(i))', 'ttk.B', 'text = ""check the answer"",command'])]",175505304,smoggers,2018-06-13 14:15:33,1,0,,0,,,
50828895,50828912,88662175,Siva Prasad Reddy Yengoti,kmario23,Siva Prasad Reddy Yengoti,0,<python><numpy>,1,2018-06-13 4:11:05,0,"But here, I have large data like 364k rows . In each row I have a such type of matrix. My Question is how to check which row of the matrix can contain NaN values?",['NaN'],TRUE,"[(5, ['NaN'])]",175465012,kmario23,2018-06-13 4:54:00,3,0,,0,,,
50912184,50912438,88825019,Qubix,saias,Qubix,0,<python><python-3.x><pandas><dataframe>,1,2018-06-18 15:07:33,0,"The problem is my columns are given by strings: 'A', 'C', 'D' or 'col1', 'col3' etc.. I need to be able to use the column labels.","[""'A'"", ""'col1'"", ""'C'"", ""'D'"", ""'col3'""]",TRUE,"[(2, [""'A'"", ""'C'""])]",175815989,saias,2018-06-18 15:12:27,1,0,,1,0,0,Disagree
50921677,50923433,88846537,Dale Julian,Alexey Romanov,Dale Julian,4,<java><android><lambda><kotlin><adapter>,1,2018-06-19 8:18:05,0,"This cleared things out for me. Thank you. However, how can I use the `OnItemClickListener` inline factory method?",['OnItemClickListener'],TRUE,"[(2, ['OnItemClickListener'])]",175861755,Alexey Romanov,2018-06-19 8:20:18,1,0,,1,0,0,Request
50942250,50942446,88885702,Wai Way,RIYAJ KHAN,Wai Way,0,<javascript><reactjs><react-native><redux><red...,1,2018-06-20 8:57:45,0,"Yes, i am. I'm implementing react-redux for language and redux-form as well. As you solution i can use in normal case but with redux i can't. You can see `{ t }` is from `t: getTranslate(state.locale)` from my code. With your solution I can't call `t('wrong_format')` (need to connect to redux store)","['getTranslate', '{ t }', 't: getTranslate(state.locale)', ""'wrong_format'"", ""getTranslate(state.locale)` from my code. With your solution I can't call `t('wrong_format')` (need to connect to redux store)"", ""t('wrong_format')""]",TRUE,"[(2, ['getTranslate', ""'wrong_format'"", ""t('wrong_format')""])]",175948397,RIYAJ KHAN,2018-06-20 9:44:33,1,0,,1,0,0,Error
50942523,50942905,88883937,ken,Sarthak Gandhi,ken,1,<java><android><json><android-recyclerview>,1,2018-06-20 8:05:50,0,"and also,how can I use the `getInstance` ya? cause I tried,it become unresolved in IDE.",['getInstance'],TRUE,"[(2, ['getInstance'])]",175940985,Sarthak Gandhi,2018-06-20 8:08:36,1,0,,1,0,0,Request
50959048,50959129,88919174,dd76,piy26,dd76,0,<python><https><server>,1,2018-06-21 5:49:13,0,"I have tried doing send_response(200) it does not help. Also same result without xml. Just to be clear, I do get the response xml reply ""<html><body><h1>POST!</h1></body></html>"" . But the problem is status is always 000. You could cut and paste and try urself.","['</h1>', '</body>', '<html>', 'send_response(200)', 'send_response', '<h1>', '<body>', '</html>']",TRUE,"[(3, ['</h1>', '</body>', '<html>', '<h1>', '<body>', '</html>'])]",176413926,piy26,2018-06-27 6:47:48,1,0,,1,0,0,Error
50976297,50976737,88949583,asher,Dickster,skrubber,1,<python><pandas><group-by>,1,2018-06-21 20:14:52,1,"You can skip join and directly aggregate after creating a lambda: `weigted_mean = lambda x: np.average(x, weights=tdf.loc[x.index, ""NoShares""])
 tdf.groupby(['date','Name']).agg({'NoShares':'sum','SharePrice': weigted_mean, 'Volume': 'mean'}).reset_index()`","[""'SharePrice'"", ""'mean'"", ""groupby(['date','Name']).agg({'NoShares':'sum','SharePrice': weigted_mean, 'Volume': 'mean'}).reset_index()"", 'np.average(x, weights=tdf.loc[x.index, ""NoShares""])', 'weights=tdf', 'SharePrice', ""'NoShares'"", ""'Volume'"", 'weigted_mean = lambda x: np', 'average(x, weights=tdf.loc[x.index, ""NoShares""])', ""'sum'"", ""'date'"", 'NoShares', ""tdf.groupby(['date','Name']).agg({'NoShares':'sum','SharePrice': weigted_mean, 'Volume': 'mean'}).reset_index()"", 'weigted_mean', ""'Name'""]",TRUE,"[(2, [""'date'"", ""'Name'""])]",176077528,Dickster,2018-06-21 20:23:45,1,0,,0,,,
51023549,51023803,89040326,mindparse,Gerardo BLANCO,nvioli,2,<javascript>,1,2018-06-25 12:53:08,1,"Note that `locations` is an array, so `Object.keys(locations)` will always just be an array of sequential integers (`[0,1,2,3,...]`). Your code works because `locations` does just use sequential integers for the `id` properties, but if the next location had an `id` of `5`, you'd have a problem.","['locations', 'keys(locations)` will always just be an array of sequential integers (`[0,1,2,3,...]`)', 'Object.keys(locations)` will always just be an array of sequential integers (`[0,1,2,3,...]`)', '5', 'Object.keys(locations)', 'id', '[0,1,2,3,...]']",TRUE,"[(2, ['Object.keys(locations)'])]",176282323,Gerardo BLANCO,2018-06-25 12:56:09,1,0,,1,1,0,Flaw
51045382,51045526,89082655,whwhhw,Martijn Pieters,whwhhw,0,<python>,1,2018-06-26 14:50:09,0,"Can you run it?It shows errors to me. first you are closing two parenthesis in the 4th line and if i remove the one it says ths:`File ""<ipython-input-21-dad72e1da7e6>"", line 6
 print(f'{directory'}) is empty, no new files found')
 ^
SyntaxError: invalid syntax` in the location of `}` .","['SyntaxError', '}', ""print(f'{directory'}) is empty, no new files found')"", 'in the location of']",TRUE,"[(3, [""print(f'{directory'}) is empty, no new files found')""])]",176371415,Martijn Pieters,2018-06-26 14:51:25,1,0,,1,1,1,Error
51063040,51064565,89121000,Michael T Johnson,ajsp,Michael T Johnson,1,<python><python-3.x>,1,2018-06-27 14:39:00,0,For the `['home'] == 'MTL'` for it to check both home and away since we are checking if the team has played not just home and not just away but both wouldnt it have to be `== 'Home' or 'Away'].tail` ? Does that make sense? Or should i change the loop to only be team and not home and away?,"[""== 'Home' or 'Away'].tail"", ""'MTL'"", ""== 'MTL'"", ""'Home'"", ""'Away'"", ""['home'] == 'MTL'"", ""'home'""]",TRUE,"[(2, [""'MTL'"", ""== 'MTL'""])]",176451752,ajsp,2018-06-27 14:48:53,1,0,,1,0,0,Request
51087391,51087761,89176171,Rishabh Chaudhary,Luke Baumann,Rishabh Chaudhary,2,<python><python-3.x><typeerror>,1,2018-06-29 4:00:03,1,"As per your suggestion I've used `str(username)` and it works. But I've used it here:
`for qs in queryset:
 username = str(qs.username)
 keyname = random_name('.pem')
 certname = random_name('.pem')
 password = random_name('')
 gen_cert(keyname, certname, password, username)`
This even resolved the 2nd error.","['password = random_name', ""random_name('')"", 'gen_cert', 'username = str', ""random_name('.pem')"", 'str(qs.username)', 'certname = random_name', 'str(username)', 'random_name', 'gen_cert(keyname, certname, password, username)', 'keyname = random_name']",TRUE,"[(3, ['gen_cert', 'username = str'])]",176624786,Luke Baumann,2018-06-29 20:02:34,1,0,,0,,,
51092172,51092254,89172776,flame boi,Novel,Bryan Oakley,0,<python><tkinter>,1,2018-06-28 23:06:58,1,You should also mention that the call to `moveShape` needs to change (they have `moveShape(x)` in their call to `after`),"['moveShape(x)', 'after', 'moveShape(x)` in their call to `after`)', 'moveShape']",TRUE,"[(2, ['moveShape(x)', 'moveShape'])]",176559292,Novel,2018-06-28 23:25:18,1,0,,0,,,
51190182,51191109,89364517,NunodeSousa,makaros,Brenlla,2,<python><arrays><numpy>,1,2018-07-05 12:36:33,0,"@seralouk nice answer, if the OP wants to concatenate the strings, simply `np.where(A,B,'').astype(object).sum(axis=1)` should work","[""np.where(A,B,'').astype(object).sum(axis=1)"", 'axis=1', ""where(A,B,'').astype(object).sum(axis=1)""]",TRUE,"[(3, ['axis=1'])]",176975781,makaros,2018-07-05 12:40:57,1,0,,1,1,0,Extension
51199743,51199783,89381301,samjco,Felippe Duarte,castis,3,<php><arrays><foreach>,1,2018-07-05 20:59:52,0,"would be less confusing to `array_combine(array_map(trim, $Array1), array_map(trim, $Array2));` but +1 overall","['$Array2));', 'array_map', 'array_combine(array_map(trim, $Array1), array_map(trim, $Array2));', 'array_combine(array_map(trim, $Array1), array_map(trim, $Array2))', '$Array1),']",TRUE,"[(3, ['$Array2));', 'array_map', 'array_combine(array_map(trim, $Array1), array_map(trim, $Array2));', 'array_combine(array_map(trim, $Array1), array_map(trim, $Array2))', '$Array1),'])]",177009263,Felippe Duarte,2018-07-05 21:01:24,1,0,,1,0,0,Solution
51217344,51217365,89416025,superand12,Willem Van Onsem,abarnert,2,<python><python-3.x>,1,2018-07-06 20:46:55,0,"Also, the fact that test 2 works (i.e., that `test[x]` makes sense) depends on the fact that you're iterating over the keys.",['test[x]'],TRUE,"[(2, ['test[x]'])]",177080626,Willem Van Onsem,2018-07-06 20:48:40,1,0,,0,,,
51319473,51319585,89619183,None,Nigel Ren,None,0,<php><html><curl>,1,2018-07-13 9:27:01,0,"I followed your solution `$doc->loadHTML($cc['body']);` but it's still returning it in string var_dump or inquire it this way: `if (is_string($cc)) {echo ""yes"";}`, it all indicates that it's a string not plain HTML.","['loadHTML', '$cc))', ""$doc->loadHTML($cc['body']);"", 'var_dump', ""'body'"", ""loadHTML($cc['body']);` but it's still returning it in string var_dump or inquire it this way: `if (is_string($cc))"", 'if (is_string($cc)) {echo ""yes"";}']",TRUE,"[(2, ['loadHTML', ""$doc->loadHTML($cc['body']);"", ""'body'""])]",177587278,Nigel Ren,2018-07-13 14:11:58,1,0,,1,0,0,Error
51367447,51368086,89721706,Johannes Bambang Wirawan,eatmeimadanish,Johannes Bambang Wirawan,0,<python>,1,2018-07-17 7:03:09,0,"How do I code the start date and end date? Can I code like this?

from datetime import date, timedelta

start_date = date(1993, 6, 30) # start date
end_date = date(2018, 6, 30) # end date

delta = end_date - start_date # timedelta

for i in range(delta.days + 1):
 print(start_date + timedelta(i))","['start_date = date', 'start_date', 'range(delta.days + 1)', 'date(2018, 6, 30)', 'print(start_date + timedelta(i))', 'date(1993, 6, 30)', 'end_date', 'delta = end_date - start_date', 'end_date = date']",TRUE,"[(2, ['start_date', 'end_date'])]",177841950,eatmeimadanish,2018-07-17 17:16:35,1,0,,0,,,
51406090,51406614,89784555,Pythoner,Mohit Solanki,Pythoner,1,<python><iterator>,1,2018-07-18 16:18:14,0,hasnext is also required of the problem as it finally wants to call while it.hasnext(),"['it.hasnext()', 'hasnext()']",TRUE,"[(2, ['hasnext()'])]",177924160,Mohit Solanki,2018-07-18 16:51:25,1,0,,1,0,0,Disagree
51440540,51440674,89851576,Hunter,phngs,Hunter,1,<python><csv><dictionary><export-to-csv>,1,2018-07-20 10:46:51,0,"I get the following error: `w.writerow([key, *list(itertools.chain(*val))])
 ^
SyntaxError: invalid syntax`","['SyntaxError', 'w.writerow([key, *list(itertools.chain(*val))])', 'writerow([key, *list(itertools.chain(*val))])']",TRUE,"[(3, ['w.writerow([key, *list(itertools.chain(*val))])', 'writerow([key, *list(itertools.chain(*val))])'])]",178063815,phngs,2018-07-20 11:40:25,1,0,,1,1,0,Error
51448204,51448369,89898483,ubik,None,ubik,0,<java><android><image><bitmap><exif>,1,2018-07-22 12:11:27,0,I need a constant variable for the ExifInterface to get information if the jpeg file is encoded in little endian or big endian format. (It's not the orientation),['ExifInterface'],TRUE,"[(3, ['ExifInterface'])]",178170207,None,2018-07-22 12:21:57,1,0,,1,0,0,Request
51510373,51514862,90052331,Александр Грайс,Pavel Minenkov,Александр Грайс,0,<python><django>,1,2018-07-26 15:21:12,0,"Pavel, yes, please public Django-code for this problem. I completely don't understand how to combine CreateView and multiple forms.",['CreateView'],TRUE,"[(2, ['CreateView'])]",178488278,Pavel Minenkov,2018-07-26 15:58:41,1,0,,1,0,0,Request
51518500,51523332,90138996,Infinity,zety,Infinity,1,<python><xml><odoo><odoo-9>,1,2018-07-30 4:10:04,0,"`@api.depends('product_qty', 'price_unit', 'taxes_id', 'discount', 'discount_type')
 def onchange_field(self):
 vals = {}
 if discount == True:
 vals['discount'] = PurchaseOrder.bulk_discount
 vals['discount_type'] = PurchaseOrder.bulk_discount_type
 return {value}` Is this the right way?","[""depends('product_qty', 'price_unit', 'taxes_id', 'discount', 'discount_type')"", 'if discount == True', "".depends('product_qty', 'price_unit', 'taxes_id', 'discount', 'discount_type')"", 'PurchaseOrder.bulk_discount_type', 'PurchaseOrder.bulk_discount', ""'price_unit'"", ""'product_qty'"", ""'taxes_id'"", 'onchange_field(self)', ""'discount'"", 'PurchaseOrder', 'vals = {}', 'onchange_field', ""'discount_type'""]",TRUE,"[(3, ['onchange_field(self)', 'onchange_field'])]",178797517,zety,2018-07-31 14:52:30,1,0,,1,0,0,Request
51537024,51537352,90043483,RohitT,Stephen C,RohitT,4,<java><string><string-interning><string-pool>,1,2018-07-26 11:43:48,0,"Thank you Stephen for the clarification. I checked the answer to the question you had marked as duplicate, there it states, ""Note that you can call intern() on a String object. This will put the String object in the pool if it is not already there, and return the reference to the pooled string.""

From what i know, whenever i create a String, be it a literal or new, then it will always put it in the String constant pool. 
""This will put the String object in the pool if it is not already there"". But it will always be in the pool.
So whats the point of the intern method ?",['intern()'],TRUE,"[(4, ['intern()'])]",178582901,Stephen C,2018-07-27 23:02:04,1,0,,1,0,0,Question
51645242,51645541,90365043,abhishek,anhtuannd,anhtuannd,2,<android><sqlite><android-room><android-liveda...,1,2018-08-06 6:50:39,0,"Make sure after `insertId = placeDatabase.daoAccess().insertPlaceDetails(place);` , `insertId` differs to -1","['insertId = placeDatabase.daoAccess().insertPlaceDetails(place);', 'daoAccess().insertPlaceDetails(place)', 'placeDatabase', 'insertPlaceDetails', 'daoAccess', 'placeDatabase.daoAccess().insertPlaceDetails(place)', 'insertId = placeDatabase', 'insertId']",TRUE,"[(2, ['insertId'])]",190219737,Shahood ul Hassan,2019-01-24 15:13:57,0,1,"[('N/A', 'anhtuannd')]",0,,,
51664392,51664465,90292399,Loom,Elliott Frisch,Andreas,6,<java><scala><datetime>,1,2018-08-03 2:30:29,1,"*""Prefer `TimeUnit.DAYS`""???* Wouldn't your preference be to stay way, waayyy clear of `SimpleDateFormat` if you have `LocalDate` support (see line 1 of question code)? Because even your code will produce incorrect result when it crosses Daylight Savings Time.","['TimeUnit', 'SimpleDateFormat', 'SimpleDate', 'TimeUnit.DAYS', 'LocalDate']",TRUE,"[(2, ['LocalDate'])]",178991978,Elliott Frisch,2018-08-03 2:45:43,1,0,,0,,,
51692552,51692602,90347782,Mahdi Esmaili,Viswanath Kumar Sandu,Mahdi Esmaili,1,<java><android><android-recyclerview><subtotal>,1,2018-08-05 9:46:35,0,"stoped:
java.lang.NullPointerException: Attempt to invoke virtual method 'void pixdesign.sfeorginal.parim.ProductsAdapter6.setData(java.util.List)' on a null object reference","['NullPointer', 'ProductsAdapter6', 'lang.N', 'parim.P', 'setData', 'setData(java.util.List)', 'pixdesign.sfeorginal.parim.ProductsAdapter6.setData(java.util.List)', 'util.L']",TRUE,"[(5, ['ProductsAdapter6', 'setData'])]",179119388,Viswanath Kumar Sandu,2018-08-05 9:54:33,1,0,,1,0,0,Error
51750212,51750300,90461306,MysteryGuy,bison,MysteryGuy,3,<python><numpy><insert>,1,2018-08-08 15:44:34,0,Get the same issue when using `len(dataForModel)` with index 494080 causing trouble,"['dataForModel', 'len(dataForModel)']",TRUE,"[(3, ['dataForModel'])]",179355971,bison,2018-08-08 16:12:39,2,0,,0,,,
51788720,51788805,90534870,Benyam,J0hn,Patrick Haugh,-2,<python><json><dictionary><string-parsing>,1,2018-08-10 14:36:09,0,"Note that `string_dictable` in the above evaluates to `'{name:Andrew,Carnegie,short_name:And,Car,YOB:1835,Citizen:Scottish}'`","[""'{name:Andrew,Carnegie,short_name:And,Car,YOB:1835,Citizen:Scottish}'"", 'string_dictable']",TRUE,"[(3, ['string_dictable'])]",179506504,J0hn,2018-08-10 14:40:12,2,0,,0,,,
51846183,51846665,90646684,Matt,Deniz Kaplan,Matt,0,<python><django>,1,2018-08-14 17:18:22,0,"at lest with this code i have results
too many values to unpack (expected 2)
And the error is on
 relateds = related.get('related').split(',')","[""get('related').split(',')"", ""'related'"", ""related.get('related').split(',')"", 'relateds = related']",TRUE,"[(2, [""'related'""])]",179763592,Deniz Kaplan,2018-08-14 20:38:41,1,0,,0,,,
51851301,51851722,90686470,Sarah Harvey,Lev Zakharov,Sarah Harvey,0,<python><datetime>,1,2018-08-15 22:26:24,0,"I am not sure why, but I am getting this error date = f'{MONTHS[month.lower()]} {rest}'
 ^
SyntaxError: invalid syntax","['SyntaxError', 'lower()', 'date = f', 'month.lower()']",TRUE,"[(4, ['date = f'])]",179864120,Lev Zakharov,2018-08-16 10:06:19,1,0,,1,1,0,Error
51935890,51936077,90823392,flash,AbraCadaver,flash,1,<php><string><serialization>,1,2018-08-20 18:37:22,0,"At this moment, I am using this `echo date('l', strtotime($key))."":&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"".$value['start'].""&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"".$value['end'].""<br/> <br/>"";`","[""'l'"", ""date('l', strtotime($key))"", '$value[\'start\'].""&nbsp;', ""'start'"", '$key))."":&nbsp;', 'echo date(\'l\', strtotime($key))."":&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"".$value[\'start\'].""&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"".$value[\'end\'].""<br/> <br/>"";', '$value[\'end\'].""<br/>', ""'end'""]",TRUE,"[(3, [""'end'""])]",180128818,AbraCadaver,2018-08-20 19:10:50,1,0,,1,0,0,Disagree
51970315,51971005,90894165,kilozulu,Brad Solomon,kilozulu,1,<python><pandas><dataframe><nested-datalist>,1,2018-08-22 17:02:31,0,"Thanks, that worked great. The largest JSON file I've used so far is 500MB and your collapse_list and json.load approach read it in 15sec which is quite speedy.
As far as you can tell the only faster way is to parse the JSON directly?","['500MB', 'collapse_list']",TRUE,"[(3, ['collapse_list'])]",180435866,Brad Solomon,2018-08-24 23:12:09,1,0,,0,,,
51980606,51980772,90912932,Chud37,Eirini Graonidou,Chud37,1,<java><android>,1,2018-08-23 8:42:43,0,"I am getting an error on the like new new `JsonObjectRequest(Request.Method.GET, URL_ID, null, listener);`, I dont think its getting the correct params in the right order or something.","['JsonObjectRequest(Request.Method.GET, URL_ID, null, listener)', 'ethod.GET', 'JsonObjectRequest(Request.Method.GET, URL_ID, null, listener);', 'Request.M', 'JsonObject', 'URL_ID']",TRUE,"[(5, ['JsonObjectRequest(Request.Method.GET, URL_ID, null, listener)', 'JsonObjectRequest(Request.Method.GET, URL_ID, null, listener);'])]",180311071,Eirini Graonidou,2018-08-23 8:49:16,1,0,,1,1,0,Error
52021621,52022412,91004994,mish1818,Parfait,mish1818,0,<python><pandas><dataframe><pandas-groupby>,1,2018-08-26 14:54:54,0,"Thanks for the response. Unfortunately, it won't solve the problem. The issue is that I am working with 2 dataframes and I need the aggregation across recharge_df to be relative to the date in loan_df.","['loan_df', 'recharge_df']",TRUE,"[(2, ['loan_df', 'recharge_df'])]",180512650,Parfait,2018-08-26 17:23:14,1,0,,1,0,1,Disagree
52038089,52038658,91033049,stutee mishra,Abbas,stutee mishra,0,<android><exoplayer>,1,2018-08-27 14:11:11,0,"Okay, but what the videoListener and componentListener are initialized with ?","['videoListener', 'componentListener']",TRUE,"[(2, ['videoListener', 'componentListener'])]",180601820,Abbas,2018-08-28 4:53:03,1,0,,1,0,0,Question
